,case_id,activity,timestamp,case:concept:name,concept:name,time:timestamp,@@index,@@case_index
31,0,W_Call incomplete files,2016-01-14 11:30:19.089000+00:00,0,W_Call incomplete files,2016-01-14 11:30:19.089000+00:00,31,0
32,0,W_Call incomplete files,2016-01-14 13:39:51.407000+00:00,0,W_Call incomplete files,2016-01-14 13:39:51.407000+00:00,32,0
33,0,W_Validate application,2016-01-14 13:39:51.492000+00:00,0,W_Validate application,2016-01-14 13:39:51.492000+00:00,33,0
34,0,W_Validate application,2016-01-14 13:39:51.494000+00:00,0,W_Validate application,2016-01-14 13:39:51.494000+00:00,34,0
35,0,A_Validating,2016-01-14 13:39:51.556000+00:00,0,A_Validating,2016-01-14 13:39:51.556000+00:00,35,0
36,0,W_Validate application,2016-01-14 13:54:49.680000+00:00,0,W_Validate application,2016-01-14 13:54:49.680000+00:00,36,0
37,0,O_Accepted,2016-01-14 15:49:11.416000+00:00,0,O_Accepted,2016-01-14 15:49:11.416000+00:00,37,0
38,0,A_Pending,2016-01-14 15:49:11.420000+00:00,0,A_Pending,2016-01-14 15:49:11.420000+00:00,38,0
39,0,W_Validate application,2016-01-14 15:49:11.423000+00:00,0,W_Validate application,2016-01-14 15:49:11.423000+00:00,39,0
40,1,A_Create Application,2016-01-01 10:16:11.500000+00:00,1,A_Create Application,2016-01-01 10:16:11.500000+00:00,40,1
41,1,A_Submitted,2016-01-01 10:16:11.549000+00:00,1,A_Submitted,2016-01-01 10:16:11.549000+00:00,41,1
42,1,W_Handle leads,2016-01-01 10:16:11.740000+00:00,1,W_Handle leads,2016-01-01 10:16:11.740000+00:00,42,1
43,1,W_Handle leads,2016-01-01 10:17:31.573000+00:00,1,W_Handle leads,2016-01-01 10:17:31.573000+00:00,43,1
44,1,W_Complete application,2016-01-01 10:17:31.584000+00:00,1,W_Complete application,2016-01-01 10:17:31.584000+00:00,44,1
45,1,A_Concept,2016-01-01 10:17:31.594000+00:00,1,A_Concept,2016-01-01 10:17:31.594000+00:00,45,1
46,1,W_Complete application,2016-01-02 10:50:42.796000+00:00,1,W_Complete application,2016-01-02 10:50:42.796000+00:00,46,1
47,1,W_Complete application,2016-01-02 10:51:27.582000+00:00,1,W_Complete application,2016-01-02 10:51:27.582000+00:00,47,1
48,1,W_Complete application,2016-01-02 10:53:34.108000+00:00,1,W_Complete application,2016-01-02 10:53:34.108000+00:00,48,1
49,1,A_Accepted,2016-01-02 10:59:44.735000+00:00,1,A_Accepted,2016-01-02 10:59:44.735000+00:00,49,1
50,1,O_Create Offer,2016-01-02 11:02:38.994000+00:00,1,O_Create Offer,2016-01-02 11:02:38.994000+00:00,50,1
51,1,O_Created,2016-01-02 11:02:40.442000+00:00,1,O_Created,2016-01-02 11:02:40.442000+00:00,51,1
52,1,O_Sent (mail and online),2016-01-02 11:03:05.300000+00:00,1,O_Sent (mail and online),2016-01-02 11:03:05.300000+00:00,52,1
53,1,W_Complete application,2016-01-02 11:03:05.324000+00:00,1,W_Complete application,2016-01-02 11:03:05.324000+00:00,53,1
54,1,W_Call after offers,2016-01-02 11:03:05.337000+00:00,1,W_Call after offers,2016-01-02 11:03:05.337000+00:00,54,1
55,1,W_Call after offers,2016-01-02 11:03:05.343000+00:00,1,W_Call after offers,2016-01-02 11:03:05.343000+00:00,55,1
56,1,A_Complete,2016-01-02 11:03:05.346000+00:00,1,A_Complete,2016-01-02 11:03:05.346000+00:00,56,1
57,1,W_Call after offers,2016-01-02 11:09:15.653000+00:00,1,W_Call after offers,2016-01-02 11:09:15.653000+00:00,57,1
58,1,W_Call after offers,2016-01-06 09:03:54.964000+00:00,1,W_Call after offers,2016-01-06 09:03:54.964000+00:00,58,1
59,1,W_Call after offers,2016-01-06 09:04:21.232000+00:00,1,W_Call after offers,2016-01-06 09:04:21.232000+00:00,59,1
60,1,W_Call after offers,2016-01-07 09:40:08.551000+00:00,1,W_Call after offers,2016-01-07 09:40:08.551000+00:00,60,1
61,1,W_Validate application,2016-01-07 09:40:08.558000+00:00,1,W_Validate application,2016-01-07 09:40:08.558000+00:00,61,1
62,1,W_Validate application,2016-01-07 09:40:08.560000+00:00,1,W_Validate application,2016-01-07 09:40:08.560000+00:00,62,1
63,1,A_Validating,2016-01-07 09:40:09.412000+00:00,1,A_Validating,2016-01-07 09:40:09.412000+00:00,63,1
64,1,W_Validate application,2016-01-07 09:49:11.840000+00:00,1,W_Validate application,2016-01-07 09:49:11.840000+00:00,64,1
65,1,W_Validate application,2016-01-07 11:34:12.366000+00:00,1,W_Validate application,2016-01-07 11:34:12.366000+00:00,65,1
66,1,W_Validate application,2016-01-07 11:34:27.025000+00:00,1,W_Validate application,2016-01-07 11:34:27.025000+00:00,66,1
67,1,W_Validate application,2016-01-07 13:17:02.426000+00:00,1,W_Validate application,2016-01-07 13:17:02.426000+00:00,67,1
68,1,A_Denied,2016-01-07 13:29:49.671000+00:00,1,A_Denied,2016-01-07 13:29:49.671000+00:00,68,1
69,1,O_Refused,2016-01-07 13:29:49.710000+00:00,1,O_Refused,2016-01-07 13:29:49.710000+00:00,69,1
70,1,W_Validate application,2016-01-07 13:29:49.725000+00:00,1,W_Validate application,2016-01-07 13:29:49.725000+00:00,70,1
71,10,A_Create Application,2016-01-01 14:42:36.728000+00:00,10,A_Create Application,2016-01-01 14:42:36.728000+00:00,71,2
72,10,A_Submitted,2016-01-01 14:42:36.767000+00:00,10,A_Submitted,2016-01-01 14:42:36.767000+00:00,72,2
73,10,W_Handle leads,2016-01-01 14:42:37.143000+00:00,10,W_Handle leads,2016-01-01 14:42:37.143000+00:00,73,2
74,10,W_Handle leads,2016-01-01 14:43:30.747000+00:00,10,W_Handle leads,2016-01-01 14:43:30.747000+00:00,74,2
75,10,W_Complete application,2016-01-01 14:43:30.758000+00:00,10,W_Complete application,2016-01-01 14:43:30.758000+00:00,75,2
76,10,A_Concept,2016-01-01 14:43:30.767000+00:00,10,A_Concept,2016-01-01 14:43:30.767000+00:00,76,2
77,10,W_Complete application,2016-01-02 14:31:35.058000+00:00,10,W_Complete application,2016-01-02 14:31:35.058000+00:00,77,2
78,10,W_Complete application,2016-01-02 14:34:08.333000+00:00,10,W_Complete application,2016-01-02 14:34:08.333000+00:00,78,2
79,10,W_Complete application,2016-01-04 15:37:18.286000+00:00,10,W_Complete application,2016-01-04 15:37:18.286000+00:00,79,2
80,10,A_Accepted,2016-01-04 15:44:35.991000+00:00,10,A_Accepted,2016-01-04 15:44:35.991000+00:00,80,2
81,10,O_Create Offer,2016-01-04 15:52:37.581000+00:00,10,O_Create Offer,2016-01-04 15:52:37.581000+00:00,81,2
82,10,O_Created,2016-01-04 15:52:38.783000+00:00,10,O_Created,2016-01-04 15:52:38.783000+00:00,82,2
83,10,O_Sent (mail and online),2016-01-04 15:53:48.333000+00:00,10,O_Sent (mail and online),2016-01-04 15:53:48.333000+00:00,83,2
84,10,W_Complete application,2016-01-04 15:53:48.360000+00:00,10,W_Complete application,2016-01-04 15:53:48.360000+00:00,84,2
85,10,W_Call after offers,2016-01-04 15:53:48.370000+00:00,10,W_Call after offers,2016-01-04 15:53:48.370000+00:00,85,2
86,10,W_Call after offers,2016-01-04 15:53:48.373000+00:00,10,W_Call after offers,2016-01-04 15:53:48.373000+00:00,86,2
87,10,A_Complete,2016-01-04 15:53:48.377000+00:00,10,A_Complete,2016-01-04 15:53:48.377000+00:00,87,2
88,10,W_Call after offers,2016-01-04 15:59:54.462000+00:00,10,W_Call after offers,2016-01-04 15:59:54.462000+00:00,88,2
89,10,W_Call after offers,2016-01-08 09:11:01.021000+00:00,10,W_Call after offers,2016-01-08 09:11:01.021000+00:00,89,2
90,10,W_Call after offers,2016-01-08 09:11:23.097000+00:00,10,W_Call after offers,2016-01-08 09:11:23.097000+00:00,90,2
91,10,W_Call after offers,2016-01-26 10:44:36.255000+00:00,10,W_Call after offers,2016-01-26 10:44:36.255000+00:00,91,2
92,10,W_Validate application,2016-01-26 10:44:36.299000+00:00,10,W_Validate application,2016-01-26 10:44:36.299000+00:00,92,2
93,10,W_Validate application,2016-01-26 10:44:36.301000+00:00,10,W_Validate application,2016-01-26 10:44:36.301000+00:00,93,2
94,10,A_Validating,2016-01-26 10:44:37.207000+00:00,10,A_Validating,2016-01-26 10:44:37.207000+00:00,94,2
95,10,O_Returned,2016-01-26 10:44:57.720000+00:00,10,O_Returned,2016-01-26 10:44:57.720000+00:00,95,2
96,10,W_Validate application,2016-01-26 10:47:42.093000+00:00,10,W_Validate application,2016-01-26 10:47:42.093000+00:00,96,2
97,10,W_Validate application,2016-01-26 11:17:29.180000+00:00,10,W_Validate application,2016-01-26 11:17:29.180000+00:00,97,2
98,10,W_Call incomplete files,2016-01-26 11:17:29.188000+00:00,10,W_Call incomplete files,2016-01-26 11:17:29.188000+00:00,98,2
99,10,W_Call incomplete files,2016-01-26 11:17:29.193000+00:00,10,W_Call incomplete files,2016-01-26 11:17:29.193000+00:00,99,2
100,10,A_Incomplete,2016-01-26 11:17:29.198000+00:00,10,A_Incomplete,2016-01-26 11:17:29.198000+00:00,100,2
101,10,W_Call incomplete files,2016-01-26 11:25:46.071000+00:00,10,W_Call incomplete files,2016-01-26 11:25:46.071000+00:00,101,2
102,10,W_Call incomplete files,2016-01-26 11:38:02.588000+00:00,10,W_Call incomplete files,2016-01-26 11:38:02.588000+00:00,102,2
103,10,W_Call incomplete files,2016-01-26 11:46:31.865000+00:00,10,W_Call incomplete files,2016-01-26 11:46:31.865000+00:00,103,2
104,10,W_Call incomplete files,2016-01-26 12:26:49.511000+00:00,10,W_Call incomplete files,2016-01-26 12:26:49.511000+00:00,104,2
105,10,W_Call incomplete files,2016-01-26 12:30:48.704000+00:00,10,W_Call incomplete files,2016-01-26 12:30:48.704000+00:00,105,2
106,10,W_Call incomplete files,2016-01-26 15:02:48.495000+00:00,10,W_Call incomplete files,2016-01-26 15:02:48.495000+00:00,106,2
107,10,W_Validate application,2016-01-26 15:02:48.501000+00:00,10,W_Validate application,2016-01-26 15:02:48.501000+00:00,107,2
108,10,W_Validate application,2016-01-26 15:02:48.502000+00:00,10,W_Validate application,2016-01-26 15:02:48.502000+00:00,108,2
109,10,A_Validating,2016-01-26 15:02:48.564000+00:00,10,A_Validating,2016-01-26 15:02:48.564000+00:00,109,2
110,10,W_Validate application,2016-01-26 15:03:14.310000+00:00,10,W_Validate application,2016-01-26 15:03:14.310000+00:00,110,2
111,10,O_Accepted,2016-01-27 09:25:38.984000+00:00,10,O_Accepted,2016-01-27 09:25:38.984000+00:00,111,2
112,10,A_Pending,2016-01-27 09:25:38.989000+00:00,10,A_Pending,2016-01-27 09:25:38.989000+00:00,112,2
113,10,W_Validate application,2016-01-27 09:25:38.992000+00:00,10,W_Validate application,2016-01-27 09:25:38.992000+00:00,113,2
114,100,A_Create Application,2016-01-03 20:36:08.278000+00:00,100,A_Create Application,2016-01-03 20:36:08.278000+00:00,114,3
115,100,A_Submitted,2016-01-03 20:36:08.313000+00:00,100,A_Submitted,2016-01-03 20:36:08.313000+00:00,115,3
116,100,W_Handle leads,2016-01-03 20:36:08.500000+00:00,100,W_Handle leads,2016-01-03 20:36:08.500000+00:00,116,3
117,100,W_Handle leads,2016-01-03 20:37:31.888000+00:00,100,W_Handle leads,2016-01-03 20:37:31.888000+00:00,117,3
118,100,W_Complete application,2016-01-03 20:37:31.897000+00:00,100,W_Complete application,2016-01-03 20:37:31.897000+00:00,118,3
119,100,A_Concept,2016-01-03 20:37:31.903000+00:00,100,A_Concept,2016-01-03 20:37:31.903000+00:00,119,3
120,100,W_Complete application,2016-01-04 10:33:19.504000+00:00,100,W_Complete application,2016-01-04 10:33:19.504000+00:00,120,3
121,100,W_Complete application,2016-01-04 10:36:30.053000+00:00,100,W_Complete application,2016-01-04 10:36:30.053000+00:00,121,3
122,100,W_Complete application,2016-01-06 11:21:23.682000+00:00,100,W_Complete application,2016-01-06 11:21:23.682000+00:00,122,3
123,100,W_Complete application,2016-01-06 11:21:46.600000+00:00,100,W_Complete application,2016-01-06 11:21:46.600000+00:00,123,3
124,100,A_Accepted,2016-01-06 13:15:03.668000+00:00,100,A_Accepted,2016-01-06 13:15:03.668000+00:00,124,3
125,100,W_Complete application,2016-01-06 13:16:26.022000+00:00,100,W_Complete application,2016-01-06 13:16:26.022000+00:00,125,3
126,100,W_Complete application,2016-01-06 13:16:28.167000+00:00,100,W_Complete application,2016-01-06 13:16:28.167000+00:00,126,3
127,100,O_Create Offer,2016-01-06 13:22:29.065000+00:00,100,O_Create Offer,2016-01-06 13:22:29.065000+00:00,127,3
128,100,O_Created,2016-01-06 13:22:30.198000+00:00,100,O_Created,2016-01-06 13:22:30.198000+00:00,128,3
129,100,O_Sent (mail and online),2016-01-06 13:22:41.883000+00:00,100,O_Sent (mail and online),2016-01-06 13:22:41.883000+00:00,129,3
130,100,W_Complete application,2016-01-06 13:22:41.898000+00:00,100,W_Complete application,2016-01-06 13:22:41.898000+00:00,130,3
131,100,W_Call after offers,2016-01-06 13:22:41.907000+00:00,100,W_Call after offers,2016-01-06 13:22:41.907000+00:00,131,3
132,100,W_Call after offers,2016-01-06 13:22:41.909000+00:00,100,W_Call after offers,2016-01-06 13:22:41.909000+00:00,132,3
133,100,A_Complete,2016-01-06 13:22:41.913000+00:00,100,A_Complete,2016-01-06 13:22:41.913000+00:00,133,3
134,100,W_Call after offers,2016-01-06 13:26:33.015000+00:00,100,W_Call after offers,2016-01-06 13:26:33.015000+00:00,134,3
135,100,W_Call after offers,2016-01-11 09:13:10.426000+00:00,100,W_Call after offers,2016-01-11 09:13:10.426000+00:00,135,3
136,100,W_Call after offers,2016-01-11 09:13:31.946000+00:00,100,W_Call after offers,2016-01-11 09:13:31.946000+00:00,136,3
137,100,W_Call after offers,2016-01-12 11:04:12.286000+00:00,100,W_Call after offers,2016-01-12 11:04:12.286000+00:00,137,3
138,100,W_Call after offers,2016-01-12 11:04:16.454000+00:00,100,W_Call after offers,2016-01-12 11:04:16.454000+00:00,138,3
139,100,W_Call after offers,2016-01-12 11:19:01.801000+00:00,100,W_Call after offers,2016-01-12 11:19:01.801000+00:00,139,3
140,100,W_Call after offers,2016-01-12 11:19:15.987000+00:00,100,W_Call after offers,2016-01-12 11:19:15.987000+00:00,140,3
141,100,W_Call after offers,2016-01-12 11:41:14.525000+00:00,100,W_Call after offers,2016-01-12 11:41:14.525000+00:00,141,3
142,100,W_Call after offers,2016-01-12 11:42:43.583000+00:00,100,W_Call after offers,2016-01-12 11:42:43.583000+00:00,142,3
143,100,W_Call after offers,2016-01-12 11:42:47.003000+00:00,100,W_Call after offers,2016-01-12 11:42:47.003000+00:00,143,3
144,100,W_Call after offers,2016-01-12 11:42:56.904000+00:00,100,W_Call after offers,2016-01-12 11:42:56.904000+00:00,144,3
145,100,W_Call after offers,2016-01-13 14:17:02.951000+00:00,100,W_Call after offers,2016-01-13 14:17:02.951000+00:00,145,3
146,100,W_Validate application,2016-01-13 14:17:02.958000+00:00,100,W_Validate application,2016-01-13 14:17:02.958000+00:00,146,3
147,100,W_Validate application,2016-01-13 14:17:02.961000+00:00,100,W_Validate application,2016-01-13 14:17:02.961000+00:00,147,3
148,100,A_Validating,2016-01-13 14:17:03.711000+00:00,100,A_Validating,2016-01-13 14:17:03.711000+00:00,148,3
149,100,O_Returned,2016-01-13 14:17:22.415000+00:00,100,O_Returned,2016-01-13 14:17:22.415000+00:00,149,3
150,100,W_Validate application,2016-01-13 14:21:13.774000+00:00,100,W_Validate application,2016-01-13 14:21:13.774000+00:00,150,3
151,100,W_Validate application,2016-01-14 06:58:31.389000+00:00,100,W_Validate application,2016-01-14 06:58:31.389000+00:00,151,3
152,100,W_Validate application,2016-01-14 06:58:35.648000+00:00,100,W_Validate application,2016-01-14 06:58:35.648000+00:00,152,3
153,100,W_Validate application,2016-01-14 14:07:44.783000+00:00,100,W_Validate application,2016-01-14 14:07:44.783000+00:00,153,3
154,100,W_Validate application,2016-01-14 15:16:32.697000+00:00,100,W_Validate application,2016-01-14 15:16:32.697000+00:00,154,3
155,100,W_Call incomplete files,2016-01-14 15:16:32.705000+00:00,100,W_Call incomplete files,2016-01-14 15:16:32.705000+00:00,155,3
156,100,W_Call incomplete files,2016-01-14 15:16:32.707000+00:00,100,W_Call incomplete files,2016-01-14 15:16:32.707000+00:00,156,3
157,100,A_Incomplete,2016-01-14 15:16:32.708000+00:00,100,A_Incomplete,2016-01-14 15:16:32.708000+00:00,157,3
158,100,W_Call incomplete files,2016-01-14 15:18:01.554000+00:00,100,W_Call incomplete files,2016-01-14 15:18:01.554000+00:00,158,3
159,100,W_Call incomplete files,2016-01-14 19:23:22.675000+00:00,100,W_Call incomplete files,2016-01-14 19:23:22.675000+00:00,159,3
160,100,W_Call incomplete files,2016-01-14 19:26:25.527000+00:00,100,W_Call incomplete files,2016-01-14 19:26:25.527000+00:00,160,3
161,100,W_Call incomplete files,2016-01-21 08:41:07.474000+00:00,100,W_Call incomplete files,2016-01-21 08:41:07.474000+00:00,161,3
162,100,W_Call incomplete files,2016-01-21 08:42:33.575000+00:00,100,W_Call incomplete files,2016-01-21 08:42:33.575000+00:00,162,3
163,100,W_Call incomplete files,2016-02-04 15:49:22.853000+00:00,100,W_Call incomplete files,2016-02-04 15:49:22.853000+00:00,163,3
164,100,W_Call incomplete files,2016-02-04 15:49:49.428000+00:00,100,W_Call incomplete files,2016-02-04 15:49:49.428000+00:00,164,3
165,100,W_Call incomplete files,2016-02-05 08:28:21.550000+00:00,100,W_Call incomplete files,2016-02-05 08:28:21.550000+00:00,165,3
166,100,W_Call incomplete files,2016-02-05 08:30:28.004000+00:00,100,W_Call incomplete files,2016-02-05 08:30:28.004000+00:00,166,3
167,100,W_Call incomplete files,2016-02-12 13:16:01.751000+00:00,100,W_Call incomplete files,2016-02-12 13:16:01.751000+00:00,167,3
168,100,W_Call incomplete files,2016-02-12 13:16:30.747000+00:00,100,W_Call incomplete files,2016-02-12 13:16:30.747000+00:00,168,3
169,100,W_Call incomplete files,2016-02-12 15:21:29.759000+00:00,100,W_Call incomplete files,2016-02-12 15:21:29.759000+00:00,169,3
170,100,W_Call incomplete files,2016-02-12 15:31:55.482000+00:00,100,W_Call incomplete files,2016-02-12 15:31:55.482000+00:00,170,3
171,100,W_Call incomplete files,2016-02-12 15:32:19.958000+00:00,100,W_Call incomplete files,2016-02-12 15:32:19.958000+00:00,171,3
172,100,W_Call incomplete files,2016-02-12 15:33:02.950000+00:00,100,W_Call incomplete files,2016-02-12 15:33:02.950000+00:00,172,3
173,100,W_Call incomplete files,2016-02-12 15:54:55.235000+00:00,100,W_Call incomplete files,2016-02-12 15:54:55.235000+00:00,173,3
174,100,W_Call incomplete files,2016-02-12 15:55:02.719000+00:00,100,W_Call incomplete files,2016-02-12 15:55:02.719000+00:00,174,3
175,100,W_Call incomplete files,2016-02-12 16:00:24.680000+00:00,100,W_Call incomplete files,2016-02-12 16:00:24.680000+00:00,175,3
176,100,W_Call incomplete files,2016-02-12 16:00:29.888000+00:00,100,W_Call incomplete files,2016-02-12 16:00:29.888000+00:00,176,3
177,100,W_Call incomplete files,2016-02-12 16:08:23.139000+00:00,100,W_Call incomplete files,2016-02-12 16:08:23.139000+00:00,177,3
178,100,W_Call incomplete files,2016-02-12 16:10:02.306000+00:00,100,W_Call incomplete files,2016-02-12 16:10:02.306000+00:00,178,3
179,100,W_Call incomplete files,2016-02-26 10:16:15.696000+00:00,100,W_Call incomplete files,2016-02-26 10:16:15.696000+00:00,179,3
180,100,W_Call incomplete files,2016-02-26 10:17:30.110000+00:00,100,W_Call incomplete files,2016-02-26 10:17:30.110000+00:00,180,3
181,100,W_Call incomplete files,2016-02-29 10:11:29.107000+00:00,100,W_Call incomplete files,2016-02-29 10:11:29.107000+00:00,181,3
182,100,W_Validate application,2016-02-29 10:11:29.123000+00:00,100,W_Validate application,2016-02-29 10:11:29.123000+00:00,182,3
183,100,W_Validate application,2016-02-29 10:11:29.125000+00:00,100,W_Validate application,2016-02-29 10:11:29.125000+00:00,183,3
184,100,A_Validating,2016-02-29 10:11:29.193000+00:00,100,A_Validating,2016-02-29 10:11:29.193000+00:00,184,3
185,100,W_Validate application,2016-02-29 10:12:29.140000+00:00,100,W_Validate application,2016-02-29 10:12:29.140000+00:00,185,3
186,100,W_Validate application,2016-02-29 12:02:49.111000+00:00,100,W_Validate application,2016-02-29 12:02:49.111000+00:00,186,3
187,100,W_Validate application,2016-02-29 12:12:27.375000+00:00,100,W_Validate application,2016-02-29 12:12:27.375000+00:00,187,3
188,100,W_Call incomplete files,2016-02-29 12:12:27.385000+00:00,100,W_Call incomplete files,2016-02-29 12:12:27.385000+00:00,188,3
189,100,W_Call incomplete files,2016-02-29 12:12:27.389000+00:00,100,W_Call incomplete files,2016-02-29 12:12:27.389000+00:00,189,3
190,100,A_Incomplete,2016-02-29 12:12:27.392000+00:00,100,A_Incomplete,2016-02-29 12:12:27.392000+00:00,190,3
191,100,W_Call incomplete files,2016-02-29 12:12:36.246000+00:00,100,W_Call incomplete files,2016-02-29 12:12:36.246000+00:00,191,3
192,100,W_Call incomplete files,2016-02-29 12:14:37.595000+00:00,100,W_Call incomplete files,2016-02-29 12:14:37.595000+00:00,192,3
193,100,W_Call incomplete files,2016-02-29 12:17:13.667000+00:00,100,W_Call incomplete files,2016-02-29 12:17:13.667000+00:00,193,3
194,100,W_Call incomplete files,2016-02-29 12:22:53.115000+00:00,100,W_Call incomplete files,2016-02-29 12:22:53.115000+00:00,194,3
195,100,W_Call incomplete files,2016-02-29 12:23:16.911000+00:00,100,W_Call incomplete files,2016-02-29 12:23:16.911000+00:00,195,3
196,100,W_Call incomplete files,2016-02-29 12:34:45.274000+00:00,100,W_Call incomplete files,2016-02-29 12:34:45.274000+00:00,196,3
197,100,W_Validate application,2016-02-29 12:34:45.285000+00:00,100,W_Validate application,2016-02-29 12:34:45.285000+00:00,197,3
198,100,W_Validate application,2016-02-29 12:34:45.289000+00:00,100,W_Validate application,2016-02-29 12:34:45.289000+00:00,198,3
199,100,A_Validating,2016-02-29 12:34:45.370000+00:00,100,A_Validating,2016-02-29 12:34:45.370000+00:00,199,3
200,100,W_Validate application,2016-02-29 12:35:12.192000+00:00,100,W_Validate application,2016-02-29 12:35:12.192000+00:00,200,3
201,100,O_Accepted,2016-02-29 13:06:48.502000+00:00,100,O_Accepted,2016-02-29 13:06:48.502000+00:00,201,3
202,100,A_Pending,2016-02-29 13:06:48.507000+00:00,100,A_Pending,2016-02-29 13:06:48.507000+00:00,202,3
203,100,W_Validate application,2016-02-29 13:06:48.510000+00:00,100,W_Validate application,2016-02-29 13:06:48.510000+00:00,203,3
204,101,A_Create Application,2016-01-03 21:11:00.861000+00:00,101,A_Create Application,2016-01-03 21:11:00.861000+00:00,204,4
205,101,A_Submitted,2016-01-03 21:11:00.907000+00:00,101,A_Submitted,2016-01-03 21:11:00.907000+00:00,205,4
206,101,W_Handle leads,2016-01-03 21:11:01.290000+00:00,101,W_Handle leads,2016-01-03 21:11:01.290000+00:00,206,4
207,101,W_Handle leads,2016-01-03 21:11:45.931000+00:00,101,W_Handle leads,2016-01-03 21:11:45.931000+00:00,207,4
208,101,W_Complete application,2016-01-03 21:11:45.939000+00:00,101,W_Complete application,2016-01-03 21:11:45.939000+00:00,208,4
209,101,A_Concept,2016-01-03 21:11:45.945000+00:00,101,A_Concept,2016-01-03 21:11:45.945000+00:00,209,4
210,101,W_Complete application,2016-01-04 11:32:11.863000+00:00,101,W_Complete application,2016-01-04 11:32:11.863000+00:00,210,4
